,book_info,movie_info,book_year,book_title,book_author,id,film_year,film_title
0,"The A.B.C. Murders (1936), Agatha Christie",The Alphabet Murders (1966),1936,The A.B.C. Murders,Agatha Christie,16322,1966,The Alphabet Murders
1,"The A.B.C. Murders (1936), Agatha Christie",The A.B.C. Murders (1992) (TV),1936,The A.B.C. Murders,Agatha Christie,16322,1992,The A.B.C. Murders
2,"À ton image (1998), Louise L. Lambrichs",À ton image (2004),1998,À ton image,Louise L. Lambrichs,4850599,2004,À ton image
3,"De Aanslag (The Assault) (1982), Harry Mulisch",The Assault (1986),1982,De Aanslag,Harry Mulisch,24939416,1986,The Assault
4,"About a Boy (1998), Nick Hornby",About a Boy (2002),1998,About a Boy,Nick Hornby,4271,2002,About a Boy
5,"About Schmidt (1996), Louis Begley",About Schmidt (2002),1996,About Schmidt,Louis Begley,908745,2002,About Schmidt
6,"Absolute Power (1996), David Baldacci",Absolute Power (1997),1996,Absolute Power,David Baldacci,15159,1997,Absolute Power
7,"The Accidental Tourist (1985), Anne Tyler",The Accidental Tourist (1988),1985,The Accidental Tourist,Anne Tyler,60792,1988,The Accidental Tourist
8,"Across 110th (1970), Wally Ferris",Across 110th Street (1972),1970,Across 110th,Wally Ferris,6916657,1972,Across 110th Street
9,"Adam Resurrected (Man, Son of a Dog) (1971), Yoram Kaniuk",Adam Resurrected (2009),1971,Adam Resurrected,Yoram Kaniuk,535434,2009,Adam Resurrected
10,"Adams Fall (2000), Sean Desmond",Abandon (2002),2000,Adams Fall,Sean Desmond,1171639,2002,Abandon
11,"Addie Pray (1971), Joe David Brown",Paper Moon (1973),1971,Addie Pray,Joe David Brown,790338,1973,Paper Moon
12,"Adiliya by the River (1999), Jin Renshun",Green Tea (2003),1999,Adiliya by the River,Jin Renshun,,2003,Green Tea
13,"Adolphe (1816), Benjamin Constant",Adolphe (2002),1816,Adolphe,Benjamin Constant,455696,2002,Adolphe
14,"Adventure (1911), Jack London",Adventure (1925),1911,Adventure,Jack London,,1925,Adventure
15,"The Adventurers (1966), Harold Robbins",The Adventurers (1970),1966,The Adventurers,Harold Robbins,56649,1970,The Adventurers
16,"The Adventures of Captain Alatriste (Las aventuras del Capitán Alatriste) (1996–present) (series), Arturo Pérez-Reverte",Alatriste (2006),1996,The Adventures of Captain Alatriste,Arturo Pérez-Reverte,36616288,2006,Alatriste
17,"The Adventures of Hajji Baba of Ispahan (1824), James Justinian Morier",The Adventures of Hajji Baba (1954),1824,The Adventures of Hajji Baba of Ispahan,James Justinian Morier,135064,1954,The Adventures of Hajji Baba
18,"Adventures of Huckleberry Finn (1884), Mark Twain",Huck and Tom (1918),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1918,Huck and Tom
19,"Adventures of Huckleberry Finn (1884), Mark Twain",Huckleberry Finn (1920),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1920,Huckleberry Finn
20,"Adventures of Huckleberry Finn (1884), Mark Twain",Huckleberry Finn (1931),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1931,Huckleberry Finn
21,"Adventures of Huckleberry Finn (1884), Mark Twain",Huck Finn (1937),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1937,Huck Finn
22,"Adventures of Huckleberry Finn (1884), Mark Twain",The Adventures of Huckleberry Finn (1939),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1939,The Adventures of Huckleberry Finn
23,"Adventures of Huckleberry Finn (1884), Mark Twain",The Adventures of Huckleberry Finn (1955) (TV),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1955,The Adventures of Huckleberry Finn
24,"Adventures of Huckleberry Finn (1884), Mark Twain",The Adventures of Huckleberry Finn (1960),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1960,The Adventures of Huckleberry Finn
25,"Adventures of Huckleberry Finn (1884), Mark Twain",Huckleberry Finn (1974),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1974,Huckleberry Finn
26,"Adventures of Huckleberry Finn (1884), Mark Twain",Hopelessly Lost (1972),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1972,Hopelessly Lost
27,"Adventures of Huckleberry Finn (1884), Mark Twain",Huckleberry Finn (1975) (TV),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1975,Huckleberry Finn
28,"Adventures of Huckleberry Finn (1884), Mark Twain",The Adventures of Huckleberry Finn (1981) (TV),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1981,The Adventures of Huckleberry Finn
29,"Adventures of Huckleberry Finn (1884), Mark Twain",Adventures of Huckleberry Finn (1985),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1985,Adventures of Huckleberry Finn
30,"Adventures of Huckleberry Finn (1884), Mark Twain",The Adventures of Mark Twain (1985),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1985,The Adventures of Mark Twain
31,"Adventures of Huckleberry Finn (1884), Mark Twain",Back to Hannibal: The Return of Tom Sawyer and Huckleberry Finn (1990) (TV),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1990,Back to Hannibal: The Return of Tom Sawyer and Huckleberry Finn
32,"Adventures of Huckleberry Finn (1884), Mark Twain",The Adventures of Huck Finn (1993),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1993,The Adventures of Huck Finn
33,"Adventures of Huckleberry Finn (1884), Mark Twain",Tom and Huck (1995),1884,Adventures of Huckleberry Finn,Mark Twain,2956,1995,Tom and Huck
34,"Adventures of Huckleberry Finn (1884), Mark Twain",Tomato Sawyer and Huckleberry Larry's Big River Rescue (2008),1884,Adventures of Huckleberry Finn,Mark Twain,2956,2008,Tomato Sawyer and Huckleberry Larry's Big River Rescue
35,"The Adventures of Pinocchio (1883), Carlo Collodi","The Adventures of Pinocchio (1936) (Unfinished, considered a lost film)",1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1936,The Adventures of Pinocchio
36,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio (1940),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1940,Pinocchio
37,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio (1957) (TV),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1957,Pinocchio
38,"The Adventures of Pinocchio (1883), Carlo Collodi",The Adventures of Buratino (1959),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1959,The Adventures of Buratino
39,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio in Outer Space (1965),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1965,Pinocchio in Outer Space
40,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio (1968) (TV),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1968,Pinocchio
41,"The Adventures of Pinocchio (1883), Carlo Collodi",The Adventures of Pinocchio (1972),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1972,The Adventures of Pinocchio
42,"The Adventures of Pinocchio (1883), Carlo Collodi",The Adventures of Buratino (1975),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1975,The Adventures of Buratino
43,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio (1976) (TV),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1976,Pinocchio
44,"The Adventures of Pinocchio (1883), Carlo Collodi",The Adventures of Pinocchio (1984),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1984,The Adventures of Pinocchio
45,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio and the Emperor of the Night (1987),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1987,Pinocchio and the Emperor of the Night
46,"The Adventures of Pinocchio (1883), Carlo Collodi",964 Pinocchio (1991),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1991,964 Pinocchio
47,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio (1992),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1992,Pinocchio
48,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio's Revenge (1996),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1996,Pinocchio's Revenge
49,"The Adventures of Pinocchio (1883), Carlo Collodi",The Adventures of Pinocchio (1996),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,1996,The Adventures of Pinocchio
50,"The Adventures of Pinocchio (1883), Carlo Collodi",Geppetto (2000),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,2000,Geppetto
51,"The Adventures of Pinocchio (1883), Carlo Collodi",A.I. Artificial Intelligence (2001),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,2001,A.I. Artificial Intelligence
52,"The Adventures of Pinocchio (1883), Carlo Collodi",A Tree of Palme (2002),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,2002,A Tree of Palme
53,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio (2002),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,2002,Pinocchio
54,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio 3000 (2004),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,3000,Pinocchio 
55,"The Adventures of Pinocchio (1883), Carlo Collodi",Pinocchio (2008),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,2008,Pinocchio
56,"The Adventures of Pinocchio (1883), Carlo Collodi",Pistachio – The Little Boy That Woodn't (2010),1883,The Adventures of Pinocchio,Carlo Collodi,6059070,2010,Pistachio – The Little Boy That Woodn't
57,"The Adventures of Sherlock Holmes (1891–1892) (series), (1892) (novel), Arthur Conan Doyle","Adventures of Sherlock Holmes; or, Held for Ransom (1905)",1891,The Adventures of Sherlock Holmes,(1892) (novel,3590,1905,"Adventures of Sherlock Holmes; or, Held for Ransom"
58,"The Adventures of Sherlock Holmes (1891–1892) (series), (1892) (novel), Arthur Conan Doyle",The Adventures of Sherlock Holmes (1921),1891,The Adventures of Sherlock Holmes,(1892) (novel,3590,1921,The Adventures of Sherlock Holmes
59,"The Adventures of Sherlock Holmes (1891–1892) (series), (1892) (novel), Arthur Conan Doyle",The Adventures of Sherlock Holmes (1939),1891,The Adventures of Sherlock Holmes,(1892) (novel,3590,1939,The Adventures of Sherlock Holmes
60,"The Adventures of Sherlock Holmes (1891–1892) (series), (1892) (novel), Arthur Conan Doyle",The Adventures of Sherlock Holmes and Dr. Watson (1979–1986) (series),1891,The Adventures of Sherlock Holmes,(1892) (novel,3590,1979,The Adventures of Sherlock Holmes and Dr. Watson
61,"The Adventures of Sherlock Holmes (1891–1892) (series), (1892) (novel), Arthur Conan Doyle",Sheerluck Holmes and the Golden Ruler (2006/5),1891,The Adventures of Sherlock Holmes,(1892) (novel,3590,2006,Sheerluck Holmes and the Golden Ruler
62,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1907),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1907,Tom Sawyer
63,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1917),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1917,Tom Sawyer
64,"The Adventures of Tom Sawyer (1876), Mark Twain",* Huck and Tom (1918),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1918,* Huck and Tom
65,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1930),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1930,Tom Sawyer
66,"The Adventures of Tom Sawyer (1876), Mark Twain",* Huckleberry Finn (1931),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1931,* Huckleberry Finn
67,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Tom Sawyer (1938),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1938,The Adventures of Tom Sawyer
68,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1936),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1936,Tom Sawyer
69,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Mark Twain (1944),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1944,The Adventures of Mark Twain
70,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1973,Tom Sawyer
71,"The Adventures of Tom Sawyer (1876), Mark Twain",* Huckleberry Finn (1974),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1974,* Huckleberry Finn
72,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1973) (TV),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1973,Tom Sawyer
73,"The Adventures of Tom Sawyer (1876), Mark Twain",* Huckleberry Finn (1975) (TV),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1975,* Huckleberry Finn
74,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (1984),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1984,Tom Sawyer
75,"The Adventures of Tom Sawyer (1876), Mark Twain",The Adventures of Mark Twain (1985),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1985,The Adventures of Mark Twain
76,"The Adventures of Tom Sawyer (1876), Mark Twain",Back to Hannibal: The Return of Tom Sawyer and Huckleberry Finn (1990) (TV),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1990,Back to Hannibal: The Return of Tom Sawyer and Huckleberry Finn
77,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom and Huck (1995),1876,The Adventures of Tom Sawyer,Mark Twain,24583,1995,Tom and Huck
78,"The Adventures of Tom Sawyer (1876), Mark Twain",Tom Sawyer (2000),1876,The Adventures of Tom Sawyer,Mark Twain,24583,2000,Tom Sawyer
79,"Advise and Consent (1959), Allen Drury",Advise & Consent (1962),1959,Advise and Consent,Allen Drury,159346,1962,Advise & Consent
80,"Aelita (1923) (a. k. a. Aelita or, The Decline of Mars), Alexei Tolstoy",Aelita (1924),1923,Aelita,Alexei Tolstoy,245715,1924,Aelita
81,"The African Queen (1935), C. S. Forester",The African Queen (1951),1935,The African Queen,C. S. Forester,423125,1951,The African Queen
82,"Afer (2017), Anna Todd",After (2019),2017,After,Anna Todd,22557520,2019,After
83,"After Dark, My Sweet (1955), Jim Thompson","After Dark, My Sweet (1990)",1955,"After Dark, My Sweet",Jim Thompson,19161894,1990,"After Dark, My Sweet"
84,"After Hours (1979), Edwin Torres",Carlito's Way (1993),1979,After Hours,Edwin Torres,710892,1993,Carlito's Way
85,"After the Funeral (1953), Agatha Christie",Murder at the Gallop (1963),1953,After the Funeral,Agatha Christie,527744,1963,Murder at the Gallop
86,"The Age of Innocence (1921), Edith Wharton",The Age of Innocence (1924),1921,The Age of Innocence,Edith Wharton,53835,1924,The Age of Innocence
87,"The Age of Innocence (1921), Edith Wharton",The Age of Innocence (1928),1921,The Age of Innocence,Edith Wharton,53835,1928,The Age of Innocence
88,"The Age of Innocence (1921), Edith Wharton",The Age of Innocence (1934),1921,The Age of Innocence,Edith Wharton,53835,1934,The Age of Innocence
89,"The Age of Innocence (1921), Edith Wharton",The Age of Innocence (1993),1921,The Age of Innocence,Edith Wharton,53835,1993,The Age of Innocence
90,"The Agony and the Ecstasy (1961), Irving Stone",The Agony and the Ecstasy (1965),1961,The Agony and the Ecstasy,Irving Stone,321552,1965,The Agony and the Ecstasy
91,"Äideistä parhain (Mother of Mine) (1999), Heikki Hietamies",Äideistä parhain (Mother of Mine) (2005) (a. k. a. Den bästa av mödrar (Swedish)),1999,Äideistä parhain,Heikki Hietamies,10406937,2005,Äideistä parhain
92,"Aimez-vous Brahms? (1959), Françoise Sagan",Goodbye Again (1961),1959,Aimez-vous Brahms?,Françoise Sagan,633401,1961,Goodbye Again
93,"Aimez-vous Brahms? (1959), Françoise Sagan",Jahan Tum Le Chalo (1999),1959,Aimez-vous Brahms?,Françoise Sagan,633401,1999,Jahan Tum Le Chalo
94,"Air America (1985), Christopher Robbins",Air America (1990),1985,Air America,Christopher Robbins,1104713,1990,Air America
95,"Airborn (2004), Kenneth Oppel",Airborn (2012),2004,Airborn,Kenneth Oppel,428042,2012,Airborn
96,"Airport (1968), Arthur Hailey",Airport (1970),1968,Airport,Arthur Hailey,124918,1970,Airport
97,"Airport (1968), Arthur Hailey",* Airport 1975 (1975),1968,Airport,Arthur Hailey,124918,1975,* Airport 
98,"Airport (1968), Arthur Hailey",** Airport '77 (1977),1968,Airport,Arthur Hailey,124918,1977,** Airport '77
99,"Airport (1968), Arthur Hailey",*** The Concorde ... Airport '79 (1979),1968,Airport,Arthur Hailey,124918,1979,*** The Concorde ... Airport '79
100,"Alice Adams (1921), Booth Tarkington",Alice Adams (1923),1921,Alice Adams,Booth Tarkington,525818,1923,Alice Adams
101,"Alice Adams (1921), Booth Tarkington",Alice Adams (1935),1921,Alice Adams,Booth Tarkington,525818,1935,Alice Adams
102,"Allan Quatermain (1887), Sir H. Rider Haggard",Allan Quatermain and the Lost City of Gold (1987),1887,Allan Quatermain,Sir H. Rider Haggard,23814,1987,Allan Quatermain and the Lost City of Gold
103,"All Fall Down (1960), James Leo Herlihy",All Fall Down (1962),1960,All Fall Down,James Leo Herlihy,577363,1962,All Fall Down
104,"All the Brothers Were Valiant (1919), Ben Ames Williams",All the Brothers Were Valiant (1923),1919,All the Brothers Were Valiant,Ben Ames Williams,7199539,1923,All the Brothers Were Valiant
105,"All the Brothers Were Valiant (1919), Ben Ames Williams",Across to Singapore (1928),1919,All the Brothers Were Valiant,Ben Ames Williams,7199539,1928,Across to Singapore
106,"All the Brothers Were Valiant (1919), Ben Ames Williams",All the Brothers Were Valiant (1953),1919,All the Brothers Were Valiant,Ben Ames Williams,7199539,1953,All the Brothers Were Valiant
107,"All the King's Men (1946), Robert Penn Warren",All the King's Men (1949),1946,All the King's Men,Robert Penn Warren,5527,1949,All the King's Men
108,"All the King's Men (1946), Robert Penn Warren",All the King's Men (2006),1946,All the King's Men,Robert Penn Warren,5527,2006,All the King's Men
109,"All the Pretty Horses (1992), Cormac McCarthy",All the Pretty Horses (2000),1992,All the Pretty Horses,Cormac McCarthy,469571,2000,All the Pretty Horses
110,"All the Rivers Run (1958), Nancy Cato",All the Rivers Run (1983–1990) (mini),1958,All the Rivers Run,Nancy Cato,1707791,1983,All the Rivers Run
111,"All the Way (2001), Andy Behrens",Sex Drive (2008),2001,All the Way,Andy Behrens,613897,2008,Sex Drive
112,"All You Need Is Kill (2009), Hiroshi Sakurazaka",Edge of Tomorrow (2014),2009,All You Need Is Kill,Hiroshi Sakurazaka,6255949,2014,Edge of Tomorrow
113,"Almayer's Folly (1895), Joseph Conrad",Hanyut (2011),1895,Almayer's Folly,Joseph Conrad,398197,2011,Hanyut
114,"Almayer's Folly (1895), Joseph Conrad",Almayer's Folly (2011),1895,Almayer's Folly,Joseph Conrad,398197,2011,Almayer's Folly
115,"Along Came a Spider (1993), James Patterson",Along Came a Spider (2001),1993,Along Came a Spider,James Patterson,13145,2001,Along Came a Spider
116,"Altered States (1978), Paddy Chayefsky",Altered States (1980),1978,Altered States,Paddy Chayefsky,224994,1980,Altered States
117,"Always Another Dawn (1948), Zelma Roberts",Always Another Dawn (1948),1948,Always Another Dawn,Zelma Roberts,,1948,Always Another Dawn
118,"Always Outnumbered, Always Outgunned (1987), Walter Mosley",Always Outnumbered (1998) (TV),1987,"Always Outnumbered, Always Outgunned",Walter Mosley,84557,1998,Always Outnumbered
119,"El Amante Bilingüe (The Bilingual Lover) (1990), Juan Marsé",El Amante Bilingüe (1993),1990,El Amante Bilingüe,Juan Marsé,726268,1993,El Amante Bilingüe
120,"El Amateur (The Amateur) (1990), Mauricio Dayub",El Amateur (1999),1990,El Amateur,Mauricio Dayub,32557789,1999,El Amateur
121,"An American Dream (1965), Norman Mailer",An American Dream (1966),1965,An American Dream,Norman Mailer,131793,1966,An American Dream
122,"American Knees (1995), Shawn Wong",Americanese (2006),1995,American Knees,Shawn Wong,284244,2006,Americanese
123,"American Psycho (1991), Bret Easton Ellis",American Psycho (2000),1991,American Psycho,Bret Easton Ellis,28676,2000,American Psycho
124,"American Psycho (1991), Bret Easton Ellis",* American Psycho 2: All-American Girl (2002) (V),1991,American Psycho,Bret Easton Ellis,28676,2002,* American Psycho 2: All-American Girl
125,"American Splendor (1976–2008), Harvey Pekar",American Splendor (2003),1976,American Splendor,Harvey Pekar,43559,2003,American Splendor
126,"An American Tragedy (1925), Theodore Dreiser",A Place in the Sun (1951),1925,An American Tragedy,Theodore Dreiser,331319,1951,A Place in the Sun
127,"The Americanization of Emily (1959), William Bradford Huie",The Americanization of Emily (1964),1959,The Americanization of Emily,William Bradford Huie,1617171,1964,The Americanization of Emily
128,"Amerika (1927), Franz Kafka",Klassenverhältnisse (Class Relations) (1984),1927,Amerika,Franz Kafka,22911,1984,Klassenverhältnisse
129,"Amerika (1927), Franz Kafka",Intervista (1987),1927,Amerika,Franz Kafka,22911,1987,Intervista
130,"Amerika (1927), Franz Kafka",Amerika (1994),1927,Amerika,Franz Kafka,22911,1994,Amerika
131,"Les amitiés particulières (This Special Friendship) (1943), Roger Peyrefitte",Les amitiés particulières (1964),1943,Les amitiés particulières,Roger Peyrefitte,1448585,1964,Les amitiés particulières
132,"The Amityville Horror (1977), Jay Anson",The Amityville Horror (1979),1977,The Amityville Horror,Jay Anson,293101,1979,The Amityville Horror
133,"The Amityville Horror (1977), Jay Anson",The Amityville Horror (2005),1977,The Amityville Horror,Jay Anson,293101,2005,The Amityville Horror
134,"El Amor infiel (The Unfaithful Love) (1970), Mario David",El Amor infiel (1974),1970,El Amor infiel,Mario David,,1974,El Amor infiel
135,"Amos Judd (1895), John Ames Mitchell",The Young Rajah (1922),1895,Amos Judd,John Ames Mitchell,1524706,1922,The Young Rajah
136,"Amu (2005), Shonali Bose",Amu (2005),2005,Amu,Shonali Bose,2782200,2005,Amu
137,"La Anam (Sleepless) (1969), Ihsan Abdel Quddous",La Anam (1957),1969,La Anam,Ihsan Abdel Quddous,,1957,La Anam
138,"Anatomy of a Murder (1958), John D. Voelker (as Robert Traver)",Anatomy of a Murder (1959),1958,Anatomy of a Murder,John D. Voelker (as Robert Traver),994663,1959,Anatomy of a Murder
139,"And Now Tomorrow (1942), Rachel Field",And Now Tomorrow (1944),1942,And Now Tomorrow,Rachel Field,723668,1944,And Now Tomorrow
140,"And Then There Were None (1939), Agatha Christie",And Then There Were None (1945),1939,And Then There Were None,Agatha Christie,16299,1945,And Then There Were None
141,"And Then There Were None (1939), Agatha Christie",Ten Little Indians (1959) (TV),1939,And Then There Were None,Agatha Christie,16299,1959,Ten Little Indians
142,"And Then There Were None (1939), Agatha Christie",Gumnaam (1965),1939,And Then There Were None,Agatha Christie,16299,1965,Gumnaam
143,"And Then There Were None (1939), Agatha Christie",Ten Little Indians (1965),1939,And Then There Were None,Agatha Christie,16299,1965,Ten Little Indians
144,"And Then There Were None (1939), Agatha Christie",Zehn kleine Negerlein (1969) (TV),1939,And Then There Were None,Agatha Christie,16299,1969,Zehn kleine Negerlein
145,"And Then There Were None (1939), Agatha Christie",And Then There Were None (1974),1939,And Then There Were None,Agatha Christie,16299,1974,And Then There Were None
146,"And Then There Were None (1939), Agatha Christie",Desyat Negrityat (1987),1939,And Then There Were None,Agatha Christie,16299,1987,Desyat Negrityat
147,"And Then There Were None (1939), Agatha Christie",Ten Little Indians (1989),1939,And Then There Were None,Agatha Christie,16299,1989,Ten Little Indians
148,"And Then There Were None (1939), Agatha Christie",Identity (2003),1939,And Then There Were None,Agatha Christie,16299,2003,Identity
149,"The Anderson Tapes (1969), Lawrence Sanders",The Anderson Tapes (1971),1969,The Anderson Tapes,Lawrence Sanders,43678,1971,The Anderson Tapes
150,"Andromeda: A Space-Age Tale (1957), Ivan Yefremov",The Andromeda Nebula (1967),1957,Andromeda: A Space-Age Tale,Ivan Yefremov,6046868,1967,The Andromeda Nebula
151,"The Andromeda Strain (1969), Michael Crichton",The Andromeda Strain (1971),1969,The Andromeda Strain,Michael Crichton,7670,1971,The Andromeda Strain
152,"The Andromeda Strain (1969), Michael Crichton",The Andromeda Strain (2008) (TV),1969,The Andromeda Strain,Michael Crichton,7670,2008,The Andromeda Strain
153,"Angel (1957), Elizabeth Taylor",Angel (2007),1957,Angel,Elizabeth Taylor,647121,2007,Angel
154,"Angel Square (1987), Brian Doyle",Angel Square (1990),1987,Angel Square,Brian Doyle,541845,1990,Angel Square
155,"Angélique (1957–2012) (series), Anne Golon and Serge Golon","Angélique, Marquise des Anges (1964)",1957,Angélique,Anne Golon and Serge Golon,1456450,1964,"Angélique, Marquise des Anges"
156,"Angélique (1957–2012) (series), Anne Golon and Serge Golon",* Marvelous Angelique (1965),1957,Angélique,Anne Golon and Serge Golon,1456450,1965,* Marvelous Angelique
157,"Angélique (1957–2012) (series), Anne Golon and Serge Golon",** Angelique and the King (1966),1957,Angélique,Anne Golon and Serge Golon,1456450,1966,** Angelique and the King
158,"Angélique (1957–2012) (series), Anne Golon and Serge Golon",*** Untamable Angelique (1967),1957,Angélique,Anne Golon and Serge Golon,1456450,1967,*** Untamable Angelique
159,"Angélique (1957–2012) (series), Anne Golon and Serge Golon",**** Angelique and the Sultan (1968),1957,Angélique,Anne Golon and Serge Golon,1456450,1968,**** Angelique and the Sultan
160,"Angels & Demons (2000), Dan Brown",Angels & Demons (2009),2000,Angels & Demons,Dan Brown,960,2009,Angels & Demons
161,"Anglo-Saxon Attitudes (1956), Angus Wilson",Anglo-Saxon Attitudes (1992),1956,Anglo-Saxon Attitudes,Angus Wilson,1565613,1992,Anglo-Saxon Attitudes
162,"The Angry Hills (1955), Leon Uris",The Angry Hills (1959),1955,The Angry Hills,Leon Uris,42695,1959,The Angry Hills
163,"Die Angst des Tormanns beim Elfmeter (The Goalkeeper's Fear of the Penalty) (1970), Peter Handke",The Goalkeeper's Fear of the Penalty (1972),1970,Die Angst des Tormanns beim Elfmeter,Peter Handke,1739740,1972,The Goalkeeper's Fear of the Penalty
164,"Un animal doué de raison (A Sentient Animal) (1967), Robert Merle",The Day of the Dolphin (1973),1967,Un animal doué de raison,Robert Merle,2373336,1973,The Day of the Dolphin
165,"Animal Farm (1945), George Orwell",Animal Farm (1954),1945,Animal Farm,George Orwell,170448,1954,Animal Farm
166,"Animal Farm (1945), George Orwell",Animal Farm (1999) (TV),1945,Animal Farm,George Orwell,170448,1999,Animal Farm
167,"Anna and the King of Siam (1944), Margaret Landon",Anna and the King of Siam (1946),1944,Anna and the King of Siam,Margaret Landon,1284085,1946,Anna and the King of Siam
168,"Anna and the King of Siam (1944), Margaret Landon",The King and I (1956),1944,Anna and the King of Siam,Margaret Landon,1284085,1956,The King and I
169,"Anna and the King of Siam (1944), Margaret Landon",The King and I (1999),1944,Anna and the King of Siam,Margaret Landon,1284085,1999,The King and I
170,"Anna and the King of Siam (1944), Margaret Landon",Anna and the King (1999),1944,Anna and the King of Siam,Margaret Landon,1284085,1999,Anna and the King
171,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (1914),1873,Anna Karenina,(1888) (novel,15823480,1914,Anna Karenina
172,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (1915),1873,Anna Karenina,(1888) (novel,15823480,1915,Anna Karenina
173,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Love (1927),1873,Anna Karenina,(1888) (novel,15823480,1927,Love
174,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (1935),1873,Anna Karenina,(1888) (novel,15823480,1935,Anna Karenina
175,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (1948),1873,Anna Karenina,(1888) (novel,15823480,1948,Anna Karenina
176,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Nahr al-Hob (River of Love) (1960),1873,Anna Karenina,(1888) (novel,15823480,1960,Nahr al-Hob
